ridership,route,daytype,date,month_beginning,avg_weekday_rides,avg_saturday_rides,monthtotal,routename,avg_sunday_holiday_rides
5497,35,W,2001-01-04,2001-01-01,5977.7,3342.5,153931.0,35th,1810.1
11313,67,W,2001-01-04,2001-01-01,14219.5,9844.6,387336.0,67th-69th-71st,7025.6
3083,125,W,2001-01-04,2001-01-01,2690.8,0.0,59197.0,Water Tower Express,0.0
843,84,U,2001-01-01,2001-01-01,4357.5,2418.1,111265.0,Peterson,1145.6
223,90N,W,2001-01-02,2001-01-01,318.9,98.7,7412.0,North Harlem,0.0
2777,112,W,2001-01-04,2001-01-01,3874.0,1439.3,95661.0,Vincennes/111th,935.1
7747,50,W,2001-01-03,2001-01-01,8322.7,4419.7,213128.0,Damen,2470.1
2311,24,W,2001-01-03,2001-01-01,3893.4,0.0,85655.0,Wentworth,0.0
7799,14,W,2001-01-05,2001-01-01,8484.3,0.0,186655.0,Jeffery Express,0.0
5436,35,W,2001-01-05,2001-01-01,5977.7,3342.5,153931.0,35th,1810.1
9649,146,W,2001-01-03,2001-01-01,9355.1,5362.4,242849.0,Inner Drive/Michigan Express,3117.4
1365,121,W,2001-01-03,2001-01-01,1210.6,0.0,26633.0,Union/Wacker Express,0.0
17914,20,W,2001-01-02,2001-01-01,21570.3,12804.3,566683.0,Madison,8184.0
8352,145,W,2001-01-04,2001-01-01,8074.3,4110.5,203232.0,Wilson/Michigan Express,1831.2
24965,79,W,2001-01-02,2001-01-01,30018.4,23808.6,833507.0,79th,15573.7
837,2,W,2001-01-04,2001-01-01,1000.0,0.0,22001.0,Hyde Park Express,0.0
5089,34,W,2001-01-02,2001-01-01,7911.6,5744.2,214933.0,South Michigan,3580.5
985,204,W,2001-01-03,2001-01-01,1445.4,0.0,31798.0,Dodge,0.0
2035,108,W,2001-01-02,2001-01-01,2928.1,0.0,64417.0,Halsted/95th,0.0
12176,76,W,2001-01-04,2001-01-01,13254.3,8168.3,348404.0,Diversey,4827.2
2929,97,W,2001-01-02,2001-01-01,3681.4,2066.7,95096.0,Skokie,1167.5
5670,44,W,2001-01-04,2001-01-01,6559.2,2696.0,162910.0,Wallace-Racine,1564.6
5011,27,W,2001-01-04,2001-01-01,5629.5,2984.1,147904.0,South Deering,2423.6
1428,88,W,2001-01-03,2001-01-01,1721.8,650.3,43101.0,Higgins,523.9
17928,8,W,2001-01-04,2001-01-01,19582.2,12420.0,521892.0,Halsted,8280.8
3357,97,W,2001-01-03,2001-01-01,3681.4,2066.7,95096.0,Skokie,1167.5
6790,155,W,2001-01-03,2001-01-01,7283.4,5229.9,198930.0,Devon,3555.3
6309,8,U,2001-01-01,2001-01-01,19582.2,12420.0,521892.0,Halsted,8280.8
456,19,W,2001-01-02,2001-01-01,322.0,327.1,6273.0,United Center Express,368.4
7496,50,W,2001-01-04,2001-01-01,8322.7,4419.7,213128.0,Damen,2470.1
6297,21,W,2001-01-05,2001-01-01,7423.7,7747.2,218216.0,Cermak,4781.0
2421,8A,W,2001-01-02,2001-01-01,3196.5,3006.6,89030.0,South Halsted,1336.2
6635,75,W,2001-01-04,2001-01-01,7081.7,4725.3,188676.0,74th-75th,2795.5
1095,121,W,2001-01-04,2001-01-01,1210.6,0.0,26633.0,Union/Wacker Express,0.0
3215,11,W,2001-01-03,2001-01-01,3448.7,1667.3,86887.0,Lincoln/Sedgwick,869.5
21221,20,W,2001-01-04,2001-01-01,21570.3,12804.3,566683.0,Madison,8184.0
9836,85,W,2001-01-02,2001-01-01,13188.5,8148.9,346996.0,Central,4850.7
4895,111,W,2001-01-04,2001-01-01,6074.4,3474.9,157849.0,Pullman/111th/115th,2062.4
2036,63W,W,2001-01-03,2001-01-01,2196.4,720.5,53094.0,West 63rd,378.2
326,106,U,2001-01-01,2001-01-01,2317.8,570.3,55265.0,East 103rd,398.4
8273,156,W,2001-01-02,2001-01-01,9039.1,0.0,198859.0,LaSalle,0.0
2989,24,W,2001-01-02,2001-01-01,3893.4,0.0,85655.0,Wentworth,0.0
11896,67,W,2001-01-03,2001-01-01,14219.5,9844.6,387336.0,67th-69th-71st,7025.6
2484,75,U,2001-01-01,2001-01-01,7081.7,4725.3,188676.0,74th-75th,2795.5
857,204,W,2001-01-02,2001-01-01,1445.4,0.0,31798.0,Dodge,0.0
828,85A,W,2001-01-04,2001-01-01,952.5,148.7,21550.0,North Central,0.0
4563,111,W,2001-01-03,2001-01-01,6074.4,3474.9,157849.0,Pullman/111th/115th,2062.4
1138,86,W,2001-01-03,2001-01-01,1831.2,0.0,40287.0,Narragansett/Ridgeland,0.0
4979,95W,W,2001-01-02,2001-01-01,5162.6,4526.5,144468.0,West 95th,2556.7
10791,55,W,2001-01-03,2001-01-01,12778.5,9126.4,350112.0,Garfield,6495.9
9121,28,W,2001-01-02,2001-01-01,11964.9,11269.6,336246.0,Stony Island,5587.8
27956,9,W,2001-01-05,2001-01-01,29265.4,22621.7,811006.0,Ashland,15336.1
753,48,W,2001-01-04,2001-01-01,1120.6,0.0,24654.0,South Damen,0.0
9283,156,W,2001-01-03,2001-01-01,9039.1,0.0,198859.0,LaSalle,0.0
17775,77,W,2001-01-04,2001-01-01,19856.3,12733.9,529774.0,Belmont,8400.0
4355,62,U,2001-01-01,2001-01-01,14926.0,6856.3,379135.0,Archer,4667.4
1387,93,W,2001-01-02,2001-01-01,2228.0,1057.5,53246.0,California/Dodge,0.0
652,2,W,2001-01-03,2001-01-01,1000.0,0.0,22001.0,Hyde Park Express,0.0
848,129,W,2001-01-02,2001-01-01,792.7,0.0,17439.0,West Loop/South Loop,0.0
13299,87,W,2001-01-03,2001-01-01,15732.2,10389.7,415524.0,87th,5571.5
5805,55,U,2001-01-01,2001-01-01,12778.5,9126.4,350112.0,Garfield,6495.9
9404,94,W,2001-01-04,2001-01-01,10603.7,4792.6,269786.0,South California,3467.0
8995,63,U,2001-01-01,2001-01-01,21814.1,17120.8,605727.0,63rd,11466.5
2007,37,W,2001-01-04,2001-01-01,2500.6,0.0,55014.0,Sedgwick,0.0
19361,49,W,2001-01-02,2001-01-01,23732.1,20598.9,666662.0,Western,12432.2
945,96,W,2001-01-04,2001-01-01,1343.2,0.0,29550.0,Lunt,0.0
21679,4,W,2001-01-05,2001-01-01,22432.2,17994.0,618796.0,Cottage Grove,10662.2
4507,7,W,2001-01-03,2001-01-01,5504.4,0.0,121097.0,Harrison,0.0
6212,65,W,2001-01-04,2001-01-01,6695.3,3173.9,169020.0,Grand,1805.7
13032,60,W,2001-01-04,2001-01-01,13431.4,9929.4,366761.0,Blue Island/26th,6310.6
530,64,W,2001-01-04,2001-01-01,337.2,0.0,7419.0,Foster-Canfield,0.0
329,127,W,2001-01-02,2001-01-01,245.9,0.0,5410.0,Madison/Roosevelt Circulator,0.0
7635,126,W,2001-01-03,2001-01-01,10129.2,4785.9,255239.0,Jackson,2650.5
5932,71,W,2001-01-02,2001-01-01,7136.7,5565.3,194863.0,71st/South Shore,3119.0
14486,82,W,2001-01-03,2001-01-01,19622.7,11451.6,511235.0,Kimball-Homan,6745.8
1104,53A,U,2001-01-01,2001-01-01,9037.4,3198.0,218700.0,South Pulaski,1417.1
940,85A,W,2001-01-03,2001-01-01,952.5,148.7,21550.0,North Central,0.0
6756,155,W,2001-01-02,2001-01-01,7283.4,5229.9,198930.0,Devon,3555.3
4297,49B,W,2001-01-02,2001-01-01,5087.6,3065.0,133958.0,North Western,1954.1
753,85A,W,2001-01-02,2001-01-01,952.5,148.7,21550.0,North Central,0.0
1039,122,W,2001-01-03,2001-01-01,1122.9,0.0,24705.0,Illinois Center/Ogilvie Express,0.0
6907,1,W,2001-01-04,2001-01-01,6982.6,0.0,153617.0,Indiana/Hyde Park,0.0
20265,22,W,2001-01-04,2001-01-01,21206.2,14634.5,577386.0,Clark,10462.2
255,19,W,2001-01-05,2001-01-01,322.0,327.1,6273.0,United Center Express,368.4
12751,60,W,2001-01-02,2001-01-01,13431.4,9929.4,366761.0,Blue Island/26th,6310.6
819,90,U,2001-01-01,2001-01-01,3880.4,3002.1,104289.0,Harlem,1382.3
3052,30,W,2001-01-05,2001-01-01,3823.5,1960.2,95218.0,South Chicago,652.2
4177,51,W,2001-01-04,2001-01-01,4654.8,3675.0,127952.0,51st,2169.4
1571,65,U,2001-01-01,2001-01-01,6695.3,3173.9,169020.0,Grand,1805.7
17764,63,W,2001-01-02,2001-01-01,21814.1,17120.8,605727.0,63rd,11466.5
5144,27,W,2001-01-03,2001-01-01,5629.5,2984.1,147904.0,South Deering,2423.6
3735,X49,W,2001-01-02,2001-01-01,5131.8,0.0,112899.0,Western Express,0.0
2138,18,W,2001-01-04,2001-01-01,1923.8,898.5,49130.0,16th/18th,642.3
381,17,W,2001-01-04,2001-01-01,514.5,0.0,11319.0,Westchester,0.0
2,172,U,2001-01-01,2001-01-01,890.2,74.4,20116.0,U. of Chicago/Kenwood,46.6
5877,92,W,2001-01-02,2001-01-01,7414.5,4123.2,191196.0,Foster,2316.9
27047,79,W,2001-01-04,2001-01-01,30018.4,23808.6,833507.0,79th,15573.7
8853,152,W,2001-01-04,2001-01-01,10738.1,4457.2,265503.0,Addison,2287.1
11059,76,W,2001-01-03,2001-01-01,13254.3,8168.3,348404.0,Diversey,4827.2
1201,18,W,2001-01-05,2001-01-01,1923.8,898.5,49130.0,16th/18th,642.3
6524,65,W,2001-01-02,2001-01-01,6695.3,3173.9,169020.0,Grand,1805.7
18853,4,W,2001-01-03,2001-01-01,22432.2,17994.0,618796.0,Cottage Grove,10662.2
2804,135,W,2001-01-02,2001-01-01,2621.3,0.0,57669.0,Clarendon/LaSalle Express,0.0
7954,147,W,2001-01-03,2001-01-01,8812.6,5443.1,215649.0,Outer Drive Express,0.0
4923,35,W,2001-01-02,2001-01-01,5977.7,3342.5,153931.0,35th,1810.1
7886,14,W,2001-01-03,2001-01-01,8484.3,0.0,186655.0,Jeffery Express,0.0
3450,84,W,2001-01-03,2001-01-01,4357.5,2418.1,111265.0,Peterson,1145.6
18968,53,W,2001-01-04,2001-01-01,21726.0,15984.4,589242.0,Pulaski,9466.2
410,69,W,2001-01-03,2001-01-01,417.2,0.0,8761.0,Cumberland/East River,0.0
19796,49,W,2001-01-03,2001-01-01,23732.1,20598.9,666662.0,Western,12432.2
5056,52A,W,2001-01-02,2001-01-01,5919.1,3596.1,154232.0,South Kedzie,1925.5
15896,36,W,2001-01-05,2001-01-01,15360.0,13898.6,436950.0,Broadway,8687.4
14784,81,W,2001-01-04,2001-01-01,14489.3,11561.8,402803.0,Lawrence,7558.0
5726,81,U,2001-01-01,2001-01-01,14489.3,11561.8,402803.0,Lawrence,7558.0
1462,136,W,2001-01-02,2001-01-01,2055.4,0.0,45218.0,Sheridan/LaSalle Express,0.0
18510,53,W,2001-01-02,2001-01-01,21726.0,15984.4,589242.0,Pulaski,9466.2
1352,68,W,2001-01-02,2001-01-01,1579.5,608.1,38614.0,Northwest Highway,286.5
4148,90,W,2001-01-04,2001-01-01,3880.4,3002.1,104289.0,Harlem,1382.3
1752,51,U,2001-01-01,2001-01-01,4654.8,3675.0,127952.0,51st,2169.4
759,122,W,2001-01-02,2001-01-01,1122.9,0.0,24705.0,Illinois Center/Ogilvie Express,0.0
3678,12,U,2001-01-01,2001-01-01,10763.5,6950.6,288055.0,Roosevelt,4691.0
11753,85,W,2001-01-04,2001-01-01,13188.5,8148.9,346996.0,Central,4850.7
209,69,W,2001-01-04,2001-01-01,417.2,0.0,8761.0,Cumberland/East River,0.0
4268,7,W,2001-01-02,2001-01-01,5504.4,0.0,121097.0,Harrison,0.0
200,81W,U,2001-01-01,2001-01-01,1577.3,837.2,39738.0,West Lawrence,337.6
3500,73,W,2001-01-02,2001-01-01,4994.3,2688.6,127491.0,Armitage,1372.4
6326,71,W,2001-01-03,2001-01-01,7136.7,5565.3,194863.0,71st/South Shore,3119.0
14542,6,W,2001-01-03,2001-01-01,18443.0,13088.2,493926.0,Jackson Park Express,7165.6
6834,47,W,2001-01-02,2001-01-01,8069.8,6422.7,220680.0,47th,3490.7
670,55N,W,2001-01-03,2001-01-01,1071.8,164.4,24237.0,55th/Narragansett,0.0
2691,24,W,2001-01-04,2001-01-01,3893.4,0.0,85655.0,Wentworth,0.0
2059,39,W,2001-01-05,2001-01-01,2249.6,0.0,49492.0,Pershing,0.0
14915,8,W,2001-01-02,2001-01-01,19582.2,12420.0,521892.0,Halsted,8280.8
161,173,W,2001-01-04,2001-01-01,253.0,562.1,9088.0,U. of Chicago/Lakeview Express,254.6
4143,85,U,2001-01-01,2001-01-01,13188.5,8148.9,346996.0,Central,4850.7
7909,34,W,2001-01-05,2001-01-01,7911.6,5744.2,214933.0,South Michigan,3580.5
2445,37,W,2001-01-03,2001-01-01,2500.6,0.0,55014.0,Sedgwick,0.0
974,68,W,2001-01-03,2001-01-01,1579.5,608.1,38614.0,Northwest Highway,286.5
641,48,W,2001-01-02,2001-01-01,1120.6,0.0,24654.0,South Damen,0.0
408,88,U,2001-01-01,2001-01-01,1721.8,650.3,43101.0,Higgins,523.9
12005,72,W,2001-01-02,2001-01-01,15417.4,11359.3,418889.0,North,6853.7
5488,75,W,2001-01-02,2001-01-01,7081.7,4725.3,188676.0,74th-75th,2795.5
1181,54A,W,2001-01-03,2001-01-01,1281.3,0.0,28188.0,North Cicero/Skokie Blvd.,0.0
16543,6,W,2001-01-05,2001-01-01,18443.0,13088.2,493926.0,Jackson Park Express,7165.6
771,171,W,2001-01-03,2001-01-01,864.9,413.2,21573.0,U. of Chicago/Hyde Park,178.3
9364,12,W,2001-01-04,2001-01-01,10763.5,6950.6,288055.0,Roosevelt,4691.0
691,120,W,2001-01-02,2001-01-01,635.5,0.0,13982.0,Ogilvie/Wacker Express,0.0
3440,51,W,2001-01-02,2001-01-01,4654.8,3675.0,127952.0,51st,2169.4
2506,18,W,2001-01-03,2001-01-01,1923.8,898.5,49130.0,16th/18th,642.3
4912,44,W,2001-01-02,2001-01-01,6559.2,2696.0,162910.0,Wallace-Racine,1564.6
405,169,W,2001-01-02,2001-01-01,885.9,53.7,19704.0,69th-UPS Express,0.0
164,127,W,2001-01-03,2001-01-01,245.9,0.0,5410.0,Madison/Roosevelt Circulator,0.0
7877,22,U,2001-01-01,2001-01-01,21206.2,14634.5,577386.0,Clark,10462.2
2935,125,W,2001-01-02,2001-01-01,2690.8,0.0,59197.0,Water Tower Express,0.0
14646,72,W,2001-01-04,2001-01-01,15417.4,11359.3,418889.0,North,6853.7
1924,93,W,2001-01-04,2001-01-01,2228.0,1057.5,53246.0,California/Dodge,0.0
7353,126,W,2001-01-02,2001-01-01,10129.2,4785.9,255239.0,Jackson,2650.5
3548,51,W,2001-01-03,2001-01-01,4654.8,3675.0,127952.0,51st,2169.4
3454,21,U,2001-01-01,2001-01-01,7423.7,7747.2,218216.0,Cermak,4781.0
723,X21,U,2001-01-01,2001-01-01,0.0,1177.9,8991.0,Cermak Express,855.9
661,172,W,2001-01-03,2001-01-01,890.2,74.4,20116.0,U. of Chicago/Kenwood,46.6
2993,157,W,2001-01-03,2001-01-01,3315.2,0.0,72933.0,Streeterville/Taylor,0.0
629,2,W,2001-01-02,2001-01-01,1000.0,0.0,22001.0,Hyde Park Express,0.0
3140,11,W,2001-01-02,2001-01-01,3448.7,1667.3,86887.0,Lincoln/Sedgwick,869.5
3557,59,W,2001-01-02,2001-01-01,4260.5,2222.6,102622.0,59th/61st,0.0
10654,80,W,2001-01-04,2001-01-01,11837.8,8077.1,319117.0,Irving Park,5275.2
1130,204,W,2001-01-04,2001-01-01,1445.4,0.0,31798.0,Dodge,0.0
403,202,W,2001-01-04,2001-01-01,480.1,0.0,10563.0,Main/Emerson,0.0
7089,34,W,2001-01-03,2001-01-01,7911.6,5744.2,214933.0,South Michigan,3580.5
2052,135,W,2001-01-03,2001-01-01,2621.3,0.0,57669.0,Clarendon/LaSalle Express,0.0
8858,146,W,2001-01-04,2001-01-01,9355.1,5362.4,242849.0,Inner Drive/Michigan Express,3117.4
4384,54B,W,2001-01-03,2001-01-01,4775.5,4468.6,134823.0,South Cicero,2377.5
9009,94,W,2001-01-03,2001-01-01,10603.7,4792.6,269786.0,South California,3467.0
2201,95W,U,2001-01-01,2001-01-01,5162.6,4526.5,144468.0,West 95th,2556.7
15132,87,W,2001-01-04,2001-01-01,15732.2,10389.7,415524.0,87th,5571.5
307,49A,W,2001-01-02,2001-01-01,333.3,0.0,7332.0,South Western,0.0
5261,35,W,2001-01-03,2001-01-01,5977.7,3342.5,153931.0,35th,1810.1
461,120,W,2001-01-03,2001-01-01,635.5,0.0,13982.0,Ogilvie/Wacker Express,0.0
20573,20,W,2001-01-05,2001-01-01,21570.3,12804.3,566683.0,Madison,8184.0
6497,14,W,2001-01-02,2001-01-01,8484.3,0.0,186655.0,Jeffery Express,0.0
2613,112,W,2001-01-02,2001-01-01,3874.0,1439.3,95661.0,Vincennes/111th,935.1
13157,56,W,2001-01-02,2001-01-01,14274.6,9160.4,381555.0,Milwaukee,6174.4
2540,94,U,2001-01-01,2001-01-01,10603.7,4792.6,269786.0,South California,3467.0
22725,151,W,2001-01-04,2001-01-01,23604.8,14136.3,634324.0,Sheridan,11694.7
1831,81W,W,2001-01-04,2001-01-01,1577.3,837.2,39738.0,West Lawrence,337.6
19299,53,W,2001-01-03,2001-01-01,21726.0,15984.4,589242.0,Pulaski,9466.2
3418,95E,U,2001-01-01,2001-01-01,5787.1,4530.5,160511.0,93rd-95th,3014.3
1842,63W,W,2001-01-02,2001-01-01,2196.4,720.5,53094.0,West 63rd,378.2
6539,92,W,2001-01-04,2001-01-01,7414.5,4123.2,191196.0,Foster,2316.9
14683,79,U,2001-01-01,2001-01-01,30018.4,23808.6,833507.0,79th,15573.7
338,49A,W,2001-01-03,2001-01-01,333.3,0.0,7332.0,South Western,0.0
582,120,W,2001-01-04,2001-01-01,635.5,0.0,13982.0,Ogilvie/Wacker Express,0.0
3825,90,W,2001-01-02,2001-01-01,3880.4,3002.1,104289.0,Harlem,1382.3
19628,66,W,2001-01-04,2001-01-01,21001.5,13332.8,557759.0,Chicago,8478.8
3510,90,W,2001-01-03,2001-01-01,3880.4,3002.1,104289.0,Harlem,1382.3
17345,66,W,2001-01-02,2001-01-01,21001.5,13332.8,557759.0,Chicago,8478.8
3513,59,W,2001-01-03,2001-01-01,4260.5,2222.6,102622.0,59th/61st,0.0
16893,8,W,2001-01-03,2001-01-01,19582.2,12420.0,521892.0,Halsted,8280.8
10046,54,W,2001-01-02,2001-01-01,12138.9,9536.3,334903.0,Cicero,5940.5
3966,80,U,2001-01-01,2001-01-01,11837.8,8077.1,319117.0,Irving Park,5275.2
945,97,U,2001-01-01,2001-01-01,3681.4,2066.7,95096.0,Skokie,1167.5
6121,145,W,2001-01-02,2001-01-01,8074.3,4110.5,203232.0,Wilson/Michigan Express,1831.2
21081,4,W,2001-01-04,2001-01-01,22432.2,17994.0,618796.0,Cottage Grove,10662.2
1260,43,W,2001-01-04,2001-01-01,1351.0,679.3,34213.0,43rd,354.8
11825,80,W,2001-01-02,2001-01-01,11837.8,8077.1,319117.0,Irving Park,5275.2
11900,74,W,2001-01-02,2001-01-01,12842.3,9858.6,351804.0,Fullerton,5968.0
5128,72,U,2001-01-01,2001-01-01,15417.4,11359.3,418889.0,North,6853.7
221,170,W,2001-01-02,2001-01-01,287.1,0.0,6315.0,U. of Chicago/Midway,0.0
10725,74,W,2001-01-03,2001-01-01,12842.3,9858.6,351804.0,Fullerton,5968.0
6535,21,W,2001-01-02,2001-01-01,7423.7,7747.2,218216.0,Cermak,4781.0
1849,88,W,2001-01-04,2001-01-01,1721.8,650.3,43101.0,Higgins,523.9
1336,106,W,2001-01-04,2001-01-01,2317.8,570.3,55265.0,East 103rd,398.4
16656,29,W,2001-01-05,2001-01-01,16328.2,12511.5,451955.0,State,8537.9
8399,78,W,2001-01-04,2001-01-01,8891.8,5826.3,235297.0,Montrose,3274.2
161,127,W,2001-01-04,2001-01-01,245.9,0.0,5410.0,Madison/Roosevelt Circulator,0.0
1925,39,W,2001-01-03,2001-01-01,2249.6,0.0,49492.0,Pershing,0.0
13997,29,W,2001-01-02,2001-01-01,16328.2,12511.5,451955.0,State,8537.9
631,2,W,2001-01-05,2001-01-01,1000.0,0.0,22001.0,Hyde Park Express,0.0
10856,28,W,2001-01-05,2001-01-01,11964.9,11269.6,336246.0,Stony Island,5587.8
5559,91,W,2001-01-02,2001-01-01,8583.5,4415.0,218421.0,Austin,2384.8
2746,8A,W,2001-01-04,2001-01-01,3196.5,3006.6,89030.0,South Halsted,1336.2
274,64,W,2001-01-02,2001-01-01,337.2,0.0,7419.0,Foster-Canfield,0.0
6445,34,W,2001-01-04,2001-01-01,7911.6,5744.2,214933.0,South Michigan,3580.5
7689,152,W,2001-01-03,2001-01-01,10738.1,4457.2,265503.0,Addison,2287.1
89,25,W,2001-01-04,2001-01-01,144.8,0.0,3186.0,West Cermak,0.0
3682,97,W,2001-01-04,2001-01-01,3681.4,2066.7,95096.0,Skokie,1167.5
6063,65,W,2001-01-03,2001-01-01,6695.3,3173.9,169020.0,Grand,1805.7
9138,156,W,2001-01-04,2001-01-01,9039.1,0.0,198859.0,LaSalle,0.0
353,64,W,2001-01-03,2001-01-01,337.2,0.0,7419.0,Foster-Canfield,0.0
5085,44,W,2001-01-03,2001-01-01,6559.2,2696.0,162910.0,Wallace-Racine,1564.6
5462,28,U,2001-01-01,2001-01-01,11964.9,11269.6,336246.0,Stony Island,5587.8
10401,54,W,2001-01-03,2001-01-01,12138.9,9536.3,334903.0,Cicero,5940.5
321,202,W,2001-01-02,2001-01-01,480.1,0.0,10563.0,Main/Emerson,0.0
8150,147,W,2001-01-02,2001-01-01,8812.6,5443.1,215649.0,Outer Drive Express,0.0
6755,21,W,2001-01-04,2001-01-01,7423.7,7747.2,218216.0,Cermak,4781.0
1463,44,U,2001-01-01,2001-01-01,6559.2,2696.0,162910.0,Wallace-Racine,1564.6
279,49A,W,2001-01-04,2001-01-01,333.3,0.0,7332.0,South Western,0.0
13066,62,W,2001-01-03,2001-01-01,14926.0,6856.3,379135.0,Archer,4667.4
876,123,W,2001-01-02,2001-01-01,886.2,0.0,19495.0,Illinois Center/Union Express,0.0
9882,151,U,2001-01-01,2001-01-01,23604.8,14136.3,634324.0,Sheridan,11694.7
221,68,U,2001-01-01,2001-01-01,1579.5,608.1,38614.0,Northwest Highway,286.5
19286,22,W,2001-01-03,2001-01-01,21206.2,14634.5,577386.0,Clark,10462.2
600,30,U,2001-01-01,2001-01-01,3823.5,1960.2,95218.0,South Chicago,652.2
4988,54B,W,2001-01-04,2001-01-01,4775.5,4468.6,134823.0,South Cicero,2377.5
742,129,W,2001-01-03,2001-01-01,792.7,0.0,17439.0,West Loop/South Loop,0.0
9684,52,W,2001-01-03,2001-01-01,11592.4,8223.9,313490.0,Kedzie/California,5112.6
14130,36,W,2001-01-03,2001-01-01,15360.0,13898.6,436950.0,Broadway,8687.4
3413,57,W,2001-01-04,2001-01-01,3042.6,1412.8,75668.0,Laramie,616.1
11207,9,U,2001-01-01,2001-01-01,29265.4,22621.7,811006.0,Ashland,15336.1
6154,1,W,2001-01-05,2001-01-01,6982.6,0.0,153617.0,Indiana/Hyde Park,0.0
5517,27,W,2001-01-05,2001-01-01,5629.5,2984.1,147904.0,South Deering,2423.6
305,19,W,2001-01-04,2001-01-01,322.0,327.1,6273.0,United Center Express,368.4
